name,line
Kanye,"You could be my black Kate Moss tonight
"
Kanye,"Play secretary, I'm the boss tonight
"
Kanye,"And you don't give a fuck what they all say, right?
"
Kanye,"Awesome, the Christian in Christian Dior
"
Kanye,"Damn, they don't make 'em like this anymore
"
Kanye,"I ask, ‘cause I'm not sure
"
Kanye,"Do anybody make real shit anymore?
"
Kanye,"Bow in the presence of greatness
"
Kanye,"‘Cause right now thou hast forsaken us
"
Kanye,"You should be honored by my lateness
"
Kanye,"That I would even show up to this fake shit
"
Kanye,"So go ahead, go nuts, go apeshit
"
Kanye,"'Specially in my Pastellé, on my Bape shit
"
Kanye,"Act like you can't tell who made this
"
Kanye,"New Gospel, homie, take six
"
Kanye,"And take this, haters!
"
Kanye,"I don't know if you got a man or not
"
Kanye,"If you made plans or not
"
Kanye,"If God put me in your plans or not
"
Kanye,"I'm trippin', this drink got me sayin' a lot
"
Kanye,"But I know that God put you in front of me
"
Kanye,"So how the hell could you front on me?
"
Kanye,"There's a thousand you's, there's only one of me
"
Kanye,"I'm trippin', I'm caught up in the moment, right?
"
Kanye,"‘Cause it's Louis Vuitton Don night
"
Kanye,"So we gon' do everything that Kan like
"
Kanye,"Heard they'd do anything for a Klondike
"
Kanye,"Well, I'd do anything for a blonde dyke
"
Kanye,"And she'll do anything for the limelight
"
Kanye,"And we'll do anything when the time's right
"
Kanye,"Uh, baby, you're makin' it
"
Kanye,"You know how long I've been on ya
"
Kanye,"Since Prince was on Apollonia
"
Kanye,"Since O.J. had Isotoners
"
Kanye,"Don't act like I never told ya
"
Kanye,"Baby, you're makin' it
"
Kanye,"Right now!
"
Kanye,"Work it harder, make it better
"
Kanye,"Do it faster, makes us stronger
"
Kanye,"Don't act like I never told ya told ya told ya
"
Kanye,"Never told ya…told ya told ya told ya
"
Kanye,"Never over…Never over… Never over… Never over…
"
Kanye,"More than ever, hour after—
"
Kanye,"Our work is never over
"
Kanye,"Find your dreams come true
"
Kanye,"And I wonder if you know
"
Kanye,"What it means, what it means
"
Kanye,"What it means to find your dreams
"
Kanye,"And I wonder
"
Kanye,"I've been waiting on this my whole life
"
Kanye,"These dreams be waking me up at night
"
Kanye,"You say I think I'm never wrong
"
Kanye,"You know what? Maybe you're right
"
Kanye,"A'ight?
"
Kanye,"You say he get on your fucking nerves
"
Kanye,"You hope that he get what he deserves, word
"
Kanye,"Do you even remember what the issue is?
"
Kanye,"You just trying to find where the tissue is
"
Kanye,"You can still be who you wish you is
"
Kanye,"It ain't happen yet
"
Kanye,"And that's what intuition is
"
Kanye,"When you hop back in the car
"
Kanye,"Drive back to the crib
"
Kanye,"Run back to their arms
"
Kanye,"The smokescreens
"
Kanye,"The chokes and the screams
"
Kanye,"You ever wonder what it all really means?
"
Kanye,"And I'm back on my grind
"
Kanye,"A psychic read my lifeline
"
Kanye,"Told me in my lifetime
"
Kanye,"My name would help light up the Chicago skyline
"
Kanye,"And that's why I'm
"
Kanye,"Seven o'clock, that's primetime
"
Kanye,"Heaven'll watch, God calling from the hotlines
"
Kanye,"Why he keep giving me hot lines?
"
Kanye,"I'm a star, how could I not shine?
"
Kanye,"How many ladies in the house?
"
Kanye,"How many ladies in the house without a spouse?
"
Kanye,"Something in your blouse got me feeling so aroused
"
Kanye,"What you about?
"
Kanye,"On that independent shit
"
Kanye,"Trade it all for a husband and some kids
"
Kanye,"You ever wonder what it all really mean?
"
Kanye,"You wonder if you'll ever find your dreams?
"
Kanye,"Like we always do at this time
"
Kanye,"I go for mine, I gots to shine
"
Kanye,"I, go, go for mine, I gots to shine
"
Kanye,"I'ma get on this TV momma, I'ma
"
Kanye,"I'ma put shit down
"
Kanye,"Won't even get pulled over in they new V
"
Kanye,"The good life, let's go on a living spree
"
Kanye,"Shit, they say the best things in life are free
"
Kanye,"The good life, it feel like Atlanta
"
Kanye,"It feel like L.A., it feel like Miami
"
Kanye,"It feel like NY, summertime Chi
"
Kanye,"So I roll through good
"
Kanye,"Y'all pop the trunk, I pop the hood, Ferrari
"
Kanye,"And she got the goods
"
Kanye,"And she got that ass, I got to look, sorry!
"
Kanye,"Yo, it's got to be 'cause I'm seasoned
"
Kanye,"Haters give me them salty looks, Lawry's
"
Kanye,"50 told me, ""Go 'head, switch the style up
"
Kanye,"And if they hate then let 'em hate and watch the money pile up""
"
Kanye,"The good life
"
Kanye,"Now I, I go for mine, I got to shine
"
Kanye,"Welcome to the good life!
"
Kanye,"Where we like the girls who ain't on TV
"
Kanye,"The good life, so keep it comin' with the bottles
"
Kanye,"'Cause she feel booze like she bombed at Apollo
"
Kanye,"The good life, it feel like Houston
"
Kanye,"It feel like Philly, it feel like D.C
"
Kanye,"It feel like VA or the Bay or Yay
"
Kanye,"Homey tell me what's good
"
Kanye,"Like I'm new in the hood
"
Kanye,"He probably think he could
"
Kanye,"Now I, I go for mine, I gots to shine
"
Kanye,"I'ma get on the TV momma, I'ma
"
Kanye,"Have you ever popped champagne on a plane, while gettin' some brain
"
Kanye,"Whipped it out, she said ""I never seen Snakes on a Plane""
"
Kanye,"Whether you broke or rich you gotta get this
"
Kanye,"Havin' money's not everything, not havin' it is
"
Kanye,"I was splurgin' on Tryst, but when I get my card back
"
Kanye,"Activated, I'm back to Vegas
"
Kanye,"Befo' I had it, I closed my eyes and imagined the good life
"
Kanye,"Better than the life I lived
"
Kanye,"When I thought that I was gonna go crazy
"
Kanye,"And now my grandmomma
"
Kanye,"Ain't the only girl callin me ""baby""
"
Kanye,"If you feelin' me now
"
Kanye,"Then put yo hands up in the sky, and let me hear you say
"
Kanye,"Hey, hey, ooh I'm good!
"
Kanye,"Wait 'til I get my money right
"
Kanye,"I had a dream I could buy my way to heaven
"
Kanye,"When I awoke, I spent that on a necklace
"
Kanye,"I told God I'd be back in a second
"
Kanye,"Man it's so hard not to act reckless
"
Kanye,"To whom much is given, much is tested
"
Kanye,"Get arrested guess until he get the message
"
Kanye,"I feel the pressure, under more scrutiny
"
Kanye,"And what I do? Act more stupidly
"
Kanye,"Bought more jewelry, more Louis V
"
Kanye,"My mama couldn't get through to me
"
Kanye,"The drama, people suing me
"
Kanye,"I'm on TV talking like it's just you and me
"
Kanye,"I'm just saying how I feel man
"
Kanye,"I ain't one of the Cosby's, I ain't go to Hillman
"
Kanye,"I guess the money should've changed him
"
Kanye,"I guess I should've forgot where I came from
"
Kanye,"La, la, la la
"
Kanye,"Then you can't tell me nothing, right?
"
Kanye,"Excuse me, was you saying something?
"
Kanye,"Uh uh, you can't tell me nothing
"
Kanye,"You can't tell me nothing
"
Kanye,"Let up the suicide doors
"
Kanye,"This is my life homie, you decide yours
"
Kanye,"I know that Jesus died for us
"
Kanye,"But I couldn't tell ya who decide wars
"
Kanye,"So I parallel double parked that motherfucker sideways
"
Kanye,"Old folks talking 'bout, ""Back in my day""
"
Kanye,"But homie this is my day
"
Kanye,"Class started 2 hours ago, oh am I late?
"
Kanye,"No, I already graduated
"
Kanye,"And you can live through anything if Magic made it
"
Kanye,"They say I talk with so much emphasis
"
Kanye,"Ooh they so sensitive
"
Kanye,"Don't ever fix your lips like collagen
"
Kanye,"And say something when you gon' end up apolog'ing
"
Kanye,"Let me know if it's a problem then, aight man, holla then
"
Kanye,"Let the champagne splash, let that man get cash
"
Kanye,"Let that man get past
"
Kanye,"He don't even stop to get gas
"
Kanye,"If he can move through the rumors, he can drive off of fumes 'cause
"
Kanye,"How he move in a room full of no's?
"
Kanye,"How he stay faithful in a room full of hoes?
"
Kanye,"Must be the pharaohs, he in tune with his soul
"
Kanye,"So when he buried in a tomb full of gold
"
Kanye,"Treasure, what's your pleasure?
"
Kanye,"Life is a, UH, depending how you dress her
"
Kanye,"So if the Devil wear Prada, Adam Eve wear nada
"
Kanye,"I'm in between but way more fresher
"
Kanye,"With way less effort, 'cause when you try hard
"
Kanye,"That's when you die hard
"
Kanye,"Your homies looking like why God
"
Kanye,"When they reminisce over you, my God
"
Kanye,"It's what ya all been waitin' fo', ain't it?
"
Kanye,"What people pay paper fo', damn it
"
Kanye,"They can't stand it, they want somethin' new
"
Kanye,"So let's get reacquainted, became the hood favorite
"
Kanye,"I can't even explain it, I surprise myself too
"
Kanye,"Life of a Don, lights keep glowin'
"
Kanye,"Comin' in the club wit' that fresh shit on
"
Kanye,"Wit' somethin' crazy on my arm, uh-huh-hum
"
Kanye,"And here's another hit, Barry Bonds
"
Kanye,"We outta here, baby! We outta here, baby!
"
Kanye,"We outta here, baby!
"
Kanye,"Dude! Fresh off the plane – Konnichiwa, bitches!
"
Kanye,"Turn around another plane, my passport on pivot
"
Kanye,"Ask for it, I did it – that asshole done did it!
"
Kanye,"Talked it then he lived it, spit it then he shit it
"
Kanye,"I don't need writ–ears, I might bounce ideas
"
Kanye,"But only I could come up with some shit like this
"
Kanye,"I done played the underdog my whole career
"
Kanye,"I've been a very good sport, haven't I, this year?
"
Kanye,"They say ""He goin' crazy and we seen this befo'""
"
Kanye,"But I'm doin' pretty good as far as geniuses go
"
Kanye,"And I'm doin' pretty hood in my pink polo
"
Kanye,"Nigga, please, how you gon' say I ain't no Lo-head?
"
Kanye,"'Cause my Dior got me more model head?
"
Kanye,"I'm insulted, you should go 'head
"
Kanye,"And bow so hard till your knees hit yo' forehead
"
Kanye,"And the flow just hit code red
"
Kanye,"Top five MCs, you ain't gotta remind me
"
Kanye,"Top five MCs, you gotta rewind me
"
Kanye,"I'm high up on the line, you could get behind me
"
Kanye,"But my head's so big, you can't sit behind me
"
Kanye,"Yeah, yeah, we outta here, baby!
"
Kanye,"What? What? We outta here, baby!
"
Kanye,"Ayy, Mr. West, we so outta here, baby!
"
Kanye,"And me? I'm Mr. Weezy Baby, yeah!
"
Kanye,"I'm so bright, not shady
"
Kanye,"My teeth and my ice so white like Shady
"
Kanye,"Ice in my teeth so refrigerated
"
Kanye,"I'm all about my Franklins, Lincolns, and Reagans
"
Kanye,"Whenever they make them, I shall hayve them
"
Kanye,"Oops, I meant ""have them"" – I'm so crazy!
"
Kanye,"But if you play crazy, you be sleepin' with daisies
"
Kanye,"I'm such a hayvoc – oops, I meant ""havoc""!
"
Kanye,"And my drink's still pinker than the Easter rabbit
"
Kanye,"And I'm still col' like Keyshia's family
"
Kanye,"And I don't front and I don't go backwards
"
Kanye,"And I don't practice and I don't lack shit
"
Kanye,"Swag at a hundred and climbin', baby, yeah!
"
Kanye,"La-da-da da-da da-da da-da da-da da
"
Kanye,"Blap!
"
Kanye,"We go through too much bullshit
"
Kanye,"Just to mess with these drunk and hot girls
"
Kanye,"We go
"
Kanye,"Through too
"
Kanye,"Much shit
"
Kanye,"To mess
"
Kanye,"Mess with
"
Kanye,"These drunk
"
Kanye,"All of these drunk and hot girls
"
Kanye,"Driving around town looking for the best spot
"
Kanye,"For the drunk and hot girls
"
Kanye,"Up in the club look at here what we got
"
Kanye,"Some drunk and hot girls
"
Kanye,"Stop dancing with your girlfriend and come dance with me
"
Kanye,"Stop talking 'bout your boyfriend since he is not me
"
Kanye,"Stop running up my tab 'cause these drinks is not free
"
Kanye,"You drunk and hot girl
"
Kanye,"I don't want to drop your friends off, I just want you
"
Kanye,"You want to sit down but we hit the drive-thru
"
Kanye,"Please don't fall asleep, baby, we almost back
"
Kanye,"Please don't throw up in the car, we almost crashed
"
Kanye,"Oh, now you sober, how'd I know you'd say that
"
Kanye,"Love the dangerous necessity that people seek
"
Kanye,"Without regard to where they are
"
Kanye,"The human heart is curious
"
Kanye,"Above all things, love, the lights are low, your eyes are bright
"
Kanye,"The music plays, it's sweet delight
"
Kanye,"It's out of sight, I'm feeling right
"
Kanye,"Your dress is tight
"
Kanye,"Oh howwwwww, I want you right now
"
Kanye,"Don't tell me, you sing, you about to get a deal
"
Kanye,"""Ah da da da da,"" That's how the fuck you sound
"
Kanye,"You drunk and hot girl, yeah
"
Kanye,"You only live once, do whatever you like
"
Kanye,"I thought I'd be with you for only one night
"
Kanye,"Now I'm with this girl for the rest of my life
"
Kanye,"That drunk and hot girl
"
Kanye,"We go through too much bullshit just to mess with these drunk and hot girls
"
Kanye,"We gonna through too much bullshit just to mess with these drunk and hot girls
"
Kanye,"She don't believe in shootin' stars
"
Kanye,"But she believe in shoes and cars
"
Kanye,"Wood floors in the new apartment
"
Kanye,"Couture from the store's departments
"
Kanye,"You more like ""love to start shit""
"
Kanye,"I'm more of the trips to Florida
"
Kanye,"Ordered the hors d'oeuvres, views of the water
"
Kanye,"Straight from a page of your favorite author
"
Kanye,"And the weather so breezy
"
Kanye,"Man, why can't life always be this easy?
"
Kanye,"She in the mirror dancin' so sleazy
"
Kanye,"I get a call like, ""Where are you, Yeezy?""
"
Kanye,"And try to hit you with the ol-wu-wopte
"
Kanye,"'Til I got flashed by the paparazzi
"
Kanye,"As I recall, I know you love to show off
"
Kanye,"But I never thought that you would take it this far
"
Kanye,"What do I know?
"
Kanye,"What do I know? Know
"
Kanye,"I know it's been a while, sweetheart
"
Kanye,"We hardly talk, I was doin' my thang
"
Kanye,"I know it was foul, baby
"
Kanye,"Aye, babe, lately, you've been all on my brain
"
Kanye,"And if somebody woulda told me a month ago
"
Kanye,"Frontin', though, yo, I wouldn't wanna know
"
Kanye,"If somebody woulda told me a year ago
"
Kanye,"It'll go get this difficult
"
Kanye,"Feelin' like Katrina with no FEMA
"
Kanye,"Like Martin with no Gina
"
Kanye,"Like a flight with no Visa
"
Kanye,"First class with the seat back, I still see ya
"
Kanye,"In my past, you on the other side of the glass
"
Kanye,"Of my memory's museum
"
Kanye,"I'm just sayin', hey, Mona Lisa
"
Kanye,"Come home, you know you can't roam without Caesar
"
Kanye,"As you recall, you know I love to show off
"
Kanye,"But you never thought that I would take it this far
"
Kanye,"What do you know?
"
Kanye,"Flashing lights, lights, lights
"
Kanye,"What do you know? Know
"
Kanye,"Damn, here we go again
"
Kanye,"Common passed on this beat, I made it to a jam
"
Kanye,"Now everything I'm not made me everything I am
"
Kanye,"People talking shit, but when the shit hit the fan
"
Kanye,"Everything I'm not made me everything I am
"
Kanye,"I'll never be picture-perfect Beyoncé
"
Kanye,"Be light as Al B or black as Chauncey
"
Kanye,"Remember him from Blackstreet? He was black as the street was
"
Kanye,"I'll never be laid back as this beat was
"
Kanye,"I never could see why people'll reach a
"
Kanye,"Fake-ass facade that they couldn't keep up
"
Kanye,"You see how I creeped up?
"
Kanye,"You see how I played a big role in Chicago like Queen Latifah?
"
Kanye,"I'll never rock a mink coat in the winter time like Killa Cam
"
Kanye,"Or rock some mink boots in the summertime like will.i.am
"
Kanye,"Let me know if you feel it, man
"
Kanye,"'Cause everything I'm not made me everything I am
"
Kanye,"Everybody saying what's not for him
"
Kanye,"But everything I'm not made me everything I am
"
Kanye,"And I'm back to tear it up
"
Kanye,"Haters start your engines, I hear 'em gearing up
"
Kanye,"People talk so much shit about me at barbershops
"
Kanye,"They forget to get their hair cut
"
Kanye,"Okay, fair enough, the streets is flaring up
"
Kanye,"'Cause they want gun talk, or I don't wear enough
"
Kanye,"Baggy clothes, Reeboks, or A-di-dos
"
Kanye,"Can I add that he do spaz out at his shows
"
Kanye,"So say goodbye to the NAACP Award
"
Kanye,"Goodbye to the India Arie Award
"
Kanye,"But I'll just take the I Got a Lot of Cheese Award
"
Kanye,"Bum-tu-bum-bum-bum
"
Kanye,"I know people wouldn't usually rap this
"
Kanye,"But I got the facts to back this
"
Kanye,"Just last year, Chicago had over 600 caskets
"
Kanye,"Man, killing's some wack shit
"
Kanye,"Do you know what it feel like when people is passin'?
"
Kanye,"He got changed over his chains a block off Ashland
"
Kanye,"I need to talk to somebody, pastor
"
Kanye,"The church want tithe, so I can't afford to pay
"
Kanye,"Pink slip on my door, 'cause I can't afford to stay
"
Kanye,"My fifteen seconds up, but I got more to say
"
Kanye,"That's enough Mr. West, please, no more today
"
Kanye,"In my soul
"
Kanye,"Gonna take you to the glory
"
Kanye,"Goal, in my mind I can't study war, yeah my
"
Kanye,"I can't study war, yeah my
"
Kanye,"Now where the South Side
"
Kanye,"I can't study no, yeah my
"
Kanye,"Now where the West Side
"
Kanye,"Can I talk my shit again?
"
Kanye,"Even if I don't hit again?
"
Kanye,"Dog, are you fucking kidding?
"
Kanye,"My hat, my shoes, my coat
"
Kanye,"Louis Vuitton stitch, with Donatella Versace
"
Kanye,"That's Louis Vuitton, bitch
"
Kanye,"I think Hennessy, I drink, I'm gone
"
Kanye,"Off that Bacardi Limon and Corona. I'm zonin'
"
Kanye,"Class back in session so I upped it a grade
"
Kanye,"In two years Dwayne Wayne became Dwyane Wade
"
Kanye,"And hey, please don't start me
"
Kanye,"I'm like Gnarls Barkley meets Charles Barkley
"
Kanye,"I'm pop the Barkers, I'm hood the Parkers
"
Kanye,"While y'all was in limbo I raised the bar up
"
Kanye,"I touched on everything
"
Kanye,"Married to the game, rock a chain 'steada wedding ring
"
Kanye,"Y'all bridesmaids catch the garter
"
Kanye,"On nights when 'Ye romance
"
Kanye,"Cameras flash so much
"
Kanye,"That I gotta do that Yayo dance
"
Kanye,"I'm on a world tour with Common, my man
"
Kanye,"After each and every show a couple dykes in the van
"
Kanye,"It's easy
"
Kanye,"The hood love to listen to Jeezy and Weezy
"
Kanye,"And, oh yeah, Yeezy
"
Kanye,"I did it for the glory
"
Kanye,"Yeah my
"
Kanye,"The glory
"
Kanye,"What am I supposed to do now?
"
Kanye,"Man the game all messed up
"
Kanye,"How I'm suppose to stand out when everybody get dressed up?
"
Kanye,"So yeah, at the Grammys I went ultra Travolta
"
Kanye,"Yeah that tuxedo might have been a little guido
"
Kanye,"But with my ego
"
Kanye,"I can stand there in a Speedo
"
Kanye,"And be looked at like a fucking hero
"
Kanye,"The glory, the story, the chain, the polo, the night
"
Kanye,"The grind, the empty bottles of No-Doz
"
Kanye,"Tank on empty, whipping my mamma's Volvo
"
Kanye,"I spent that gas money on clothes with logos
"
Kanye,"The fur is Hermes, shit that you don't floss
"
Kanye,"The Goyard so hard man, I'm Hugo's boss
"
Kanye,"Why I gotta ask what that TUDOR cost?
"
Kanye,"House on the hill
"
Kanye,"Two doors from Tracey Ross
"
Kanye,"And I'm asking about her girlfriends
"
Kanye,"Yeah, the dark skin'ed ones
"
Kanye,"She asking about the speed boats yeah I admit we rented 'em
"
Kanye,"When you meet me in person what do you feel like?
"
Kanye,"I know, I know I look better in real life
"
Kanye,"I hear people compare themselves to big a lot
"
Kanye,"You know B.I.G. and Pac, you know to get it hot
"
Kanye,"I guess after I live I wanna be compared to B.I.G
"
Kanye,"Any one: Big Pun, Big L or Notorious
"
Kanye,"'Till then, get money and stunt and stay glorious
"
Kanye,"These haters be killing themselves they wanna come and get the glory
"
Kanye,"Yeah
"
Kanye,"And you say Chi city!
"
Kanye,"Chi city! Chi city!
"
Kanye,"I'm comin' home again
"
Kanye,"Do you think about me now and then?
"
Kanye,"-Min' home again
"
Kanye,"I met this girl when I was three years old
"
Kanye,"And what I loved most, she had so much soul
"
Kanye,"She said, ""Excuse me, little homie, I know you don't know me
"
Kanye,"But my name is Windy and I like to blow trees.""
"
Kanye,"And from that point, I never blow her off
"
Kanye,"Niggas come from out of town, I like to show her off
"
Kanye,"They like to act tough, she like to toe 'em off
"
Kanye,"And make 'em straighten up their hat 'cause she know they soft
"
Kanye,"And when I grew up, she showed me how to go downtown
"
Kanye,"In the nighttime, her face lit up, so astoundin'
"
Kanye,"I told her in my heart is where she'll always be
"
Kanye,"She never messed with entertainers 'cause they always leave
"
Kanye,"She said, ""It felt like they walked and drove on me.""
"
Kanye,"Knew I was gang affiliated, got on TV and told on me
"
Kanye,"I guess that's why last winter she got so cold on me
"
Kanye,"She said, ""'Ye, keep makin' that, keep makin' that platinum and gold for me!""
"
Kanye,"'Cause I'm comin' home again
"
Kanye,"Do you think about me now and then? Oh!
"
Kanye,"Now I'm comin' home again
"
Kanye,"Maybe we can start again
"
Kanye,"But if you really cared for her
"
Kanye,"Then you wouldn't've never hit the airport to follow your dreams
"
Kanye,"Sometimes I still talk to her
"
Kanye,"But when I talk to her, it always seems like she talkin' 'bout me
"
Kanye,"She said, ""You left your kids, and they just like you
"
Kanye,"They wanna rap and make soul beats just like you
"
Kanye,"But they just not you,"" and I just got through
"
Kanye,"Now everybody got the game figured out all wrong
"
Kanye,"I guess you never know what you got 'til it's gone
"
Kanye,"I guess that's why I'm here and I can't come back home
"
Kanye,"And guess when I heard that? When I was back home
"
Kanye,"Every interview, I'm representin' you, makin' you proud
"
Kanye,"Reach for the stars, so if you fall, you land on a cloud
"
Kanye,"Jump in the crowd, spark your lighters, wave 'em around
"
Kanye,"If you don't know by now, I'm talkin' 'bout Chi-Town
"
Kanye,"Baby, do you remember when
"
Kanye,"Fireworks at Lake Michigan? Oh!
"
Kanye,"Loy-oy-al, loy-oy-al
"
Kanye,"Comin' home again
"
Kanye,"Stadium status
"
Kanye,"My big brother was B.I.G.'s brother
"
Kanye,"Used to be Dame and Biggs' brother
"
Kanye,"Who was Hip Hop brother, who was No I.D. friend
"
Kanye,"No I.D. my mentor, now let the story begin
"
Kanye,"It's the Hard Knock Life Tour, sellout
"
Kanye,"Picture us in the mall, coppin' Iceberg and yell out ""Jigga""
"
Kanye,"Yeah, that's what we'll yell out, yell out
"
Kanye,"You know the name do I gotta spell out or tell 'bout
"
Kanye,"J-A-Y, and 'Ye so shy
"
Kanye,"Now he won't even step to his idol to say hi
"
Kanye,"Standing there like a mime and let the chance pass by
"
Kanye,"Back of my mind, ""He could change your life
"
Kanye,"With all these beats I did, at least let him hear it
"
Kanye,"At least you can brag to ya friends back at the gig""
"
Kanye,"But he got me out my momma crib
"
Kanye,"Then he help me get my momma a crib
"
Kanye,"Big brother was B.I.G.'s brother
"
Kanye,"No I.D. my mentor, now let the story begin, begin
"
Kanye,"Let the story begin
"
Kanye,"If you feel the way I feel why don't you wave your hands?
"
Kanye,"Fresh off the plane, I'm off to Baseline
"
Kanye,"Nothing handed out, I'm 'bout to take mine
"
Kanye,"'round the same time of that Blueprint 1
"
Kanye,"And these beats in my pocket was that blueprint for him
"
Kanye,"I'd play my little songs in that old back room
"
Kanye,"He'd bob his head and say ""Damn! Oh, that's you?""
"
Kanye,"But by The Black Album, I was blacking out
"
Kanye,"Partyin' S.O.B.'s and we had packed a crowd
"
Kanye,"Big brother got his show up at Madison Square
"
Kanye,"And I'm like ""Yeah, yeah, we gon' be there"" but
"
Kanye,"Not only did I not get a chance to spit it
"
Kanye,"Carline told me I could buy two tickets
"
Kanye,"I guess big brother was thinkin' a little different
"
Kanye,"And kept little brother at bay, at a distance
"
Kanye,"But everything that I felt was more bogus
"
Kanye,"Only made me more focused, only wrote more potent
"
Kanye,"Only thing I wanna know is why I get looked over
"
Kanye,"I guess I'll understand when I get more older
"
Kanye,"Big brother saw me at the bottom of the totem
"
Kanye,"Now I'm on the top and everybody on the scrotum
"
Kanye,"Have you ever walked in the shadow of a giant?
"
Kanye,"Not only a client, the Presidito, hola, Hovito
"
Kanye,"The game gettin' foul so here's a free throw
"
Kanye,"I was always on the other side of the peephole
"
Kanye,"Then I dropped ""Jesus Walks"" now I'm on the steeple
"
Kanye,"And we know, ""New Jack City""—got to keep my brother
"
Kanye,"But to be number one I'ma beat my brother
"
Kanye,"On that ""Diamonds"" remix I swore I spazzed
"
Kanye,"Then my big brother came through and kicked my ass
"
Kanye,"Sibling rivalry, only I could see
"
Kanye,"It was the pride in me that was drivin' me
"
Kanye,"At the Grammys I said, ""I inspired me""
"
Kanye,"But my big brother who I always tried to be
"
Kanye,"When I kicked a flow it was like pick-and-roll
"
Kanye,"Cause even if he gave me the rock, it's give-and-go
"
Kanye,"I guess Beanie's style was more of a slam dunk
"
Kanye,"And my shit was more like a finger roll
"
Kanye,"But I had them singles though
"
Kanye,"And them hoes at the show gonna mingle, yo, heh, y'all know
"
Kanye,"I told Jay I did a song with Coldplay
"
Kanye,"Next thing I know he got a song with Coldplay
"
Kanye,"Back in my mind I'm like, ""Damn, no way""
"
Kanye,"Translate, español: ""No way, José""
"
Kanye,"Then I went and told Jay Brown
"
Kanye,"Shoulda known that was gonna come back around
"
Kanye,"Shoulda talked to you like a man, shoulda told you first
"
Kanye,"But I told somebody else and that's what made shit worse
"
Kanye,"So here's a few words from ya kid brother
"
Kanye,"If you admire somebody you should go on 'head tell 'em
"
Kanye,"People never get the flowers while they can still smell 'em
"
Kanye,"A idol in my eyes, god of the game
"
Kanye,"Heart of the City, Roc-a-Fella chain
"
Kanye,"Never be the same, never be another
"
Kanye,"Number one, Young Hov, also my big brother
"
Kanye,"No I.D., my mentor, and that's where the story ends
"
Kanye,"Toomp killed this shit
"
Kanye,"I'm not sure anymore, more
"
Kanye,"Who is knocking at my door, door
"
Kanye,"All the faces that I know
"
Kanye,"Ja make them so sunny and true
"
Kanye,"I don't wanna say goodbye, to you
"
Kanye,"So I'll just say good night, to you
"
Kanye,"My people, no goodbyes to you
"
Kanye,"I'm just gon' say good night
"
Kanye,"Good night
"
Kanye,"Right now I can see it so vivid
"
Kanye,"Like it was just yesterday, like I could relive it
"
Kanye,"Me and my grandparents on a field trip
"
Kanye,"And I'm the little kid tryna touch the exhibits
"
Kanye,"But it'll fade before I get to get a hold of that
"
Kanye,"Man, I wish I could stop time like a photograph
"
Kanye,"Every joke that they told I'd know to laugh
"
Kanye,"What do it mean when you dream that you fallin'?
"
Kanye,"What do it mean when you dream that you ballin'?
"
Kanye,"What do it mean when you never dream at all then
"
Kanye,"And you don't really know 'cause you can't recall them?
"
Kanye,"It's sorta fly you get a chance to say hi to
"
Kanye,"People you never got a chance to say bye to
"
Kanye,"Maybe you could pull em up outta your dreams
"
Kanye,"We can't dwell on the past, all we got is today
"
Kanye,"So I'ma live like it's no tomorrow, no goodbyes
"
Kanye,"Uh, to you
"
Kanye,"If I part, my art will live through you
"
Kanye,"Dream beautiful and unusual
"
Kanye,"Wake up like every day new to you
"
Kanye,"Stay true to you, a hood musical
"
Kanye,"My art will live through you
"
Kanye,"Bittersweet
"
Kanye,"You're gonna be the death of me
"
Kanye,"I don't want you, but I need you
"
Kanye,"I love you and hate you at the very same time
"
Kanye,"See, what I want so much should never hurt this bad
"
Kanye,"Never did this before, that's what the virgin says
"
Kanye,"We've been generally warned, that's what the surgeon says
"
Kanye,"God, talk to me now, this is an emergency
"
Kanye,"And she claims she only with me for the currency
"
Kanye,"You cut me deep, bitch, cut me like surgery
"
Kanye,"And I was too proud to admit that it was hurting me
"
Kanye,"I'd never do that to you, at least purposely
"
Kanye,"We breaking up again, we making up again
"
Kanye,"But we don't love no more, I guess we fucking then
"
Kanye,"Have you ever felt you ever want to kill her?
"
Kanye,"And you mix them emotions with tequila
"
Kanye,"And you mix that with a little bad advice
"
Kanye,"On one of them bad nights, y'all have a bad fight
"
Kanye,"And you talk about her family, her aunts and shit
"
Kanye,"And she say, ""Motherfucker, your momma's a bitch""
"
Kanye,"You know, domestic drama and shit, all the attitude
"
Kanye,"I'd never hit a girl, but I'll shake the shit out of you
"
Kanye,"But I'mma be the bigger man, big pimpin' like Jigga man
"
Kanye,"Oh, I guess I figure it's
"
Kanye,"I love you, hate you at the very same time
"
Kanye,"I need to focus on the girls we getting currently
"
Kanye,"But I been thinking and it got me back to sinking
"
Kanye,"And this relationship, it even got me back to drinking
"
Kanye,"Now this Hennessy, uh, it's gonna be the death of me
"
Kanye,"And I always thought that you having my child was our destiny
"
Kanye,"But I can't even vibe with you sexually
"
Kanye,"'Cause every time that I'd try, you would question me
"
Kanye,"Saying, ""You fucking them girls, disrespecting me
"
Kanye,"You don't see how your lies is affecting me?
"
Kanye,"You don't see how our life was supposed to be?
"
Kanye,"And you ain't cracked up to what you were supposed to be
"
Kanye,"You always gone, you always be where them hoes will be""
"
Kanye,"And this the first time she ever spilled her soul to me
"
Kanye,"I don't want you
"
Kanye,"Oh, ho-ho-ho!
"
